id,nameWithOwner,description,stargazerCount,forkCount,createdAt,updatedAt,isArchived,isFork,homepageUrl,license,topics,languages,openIssues,ownerType
R_kgDOOwdMIQ,remcostoeten/dotfiles,"Dotfiles with dozens of custom TUI scripts to improve my workflow, fish setup, GNOME setup, Neovim, Git, Kitty and plenty of other configs all installed via the CLI-installer tool build on top of sst/opentui",0,0,2025-05-26T00:46:53Z,2025-12-21T01:41:59Z,False,False,https://dotfiles.remcostoeten.nl,MIT License,"automation, dotfiles, fish, scripts, bun, developer-productivity, gnome, lua, node, opentui","JavaScript, Shell, Python, TypeScript, CSS, HTML",0,User
R_kgDOOn99iA,vchaitanyachowdari/developer-branding-platform,"🚀 Generate GitHub profile README easily with the latest add-ons like visitors count, GitHub stats, etc using minimal UI.",0,0,2025-05-11T05:05:12Z,2025-07-10T01:26:40Z,False,False,https://v0-developer-branding-platform.vercel.app,Apache License 2.0,"developer, developer-portfolio, developer-productivity, developer-tools, developers, development-tools","CSS, TypeScript, JavaScript",0,User
R_kgDOOmrvPw,PSthelyBlog/ai-dev-standards-initiative,"A suite of documents defining standards and frameworks for effective, responsible, and high-quality AI-assisted software development.",0,0,2025-05-08T14:39:42Z,2025-05-08T20:42:04Z,False,False,,Creative Commons Attribution Share Alike 4.0 International,"ai, ai-assisted-development, ai-ethics, artificial-intelligence, best-practices, cc-by-sa, developer-productivity, framework, human-ai-collaboration, it-project-management",,0,User
R_kgDOOk9e_A,BurningHat20/vscode-devtimer,"⏱️ DevTimer: Track coding time & tasks directly in VS Code | Boost productivity with seamless time tracking, task management, and insights for developers",0,0,2025-05-05T18:37:37Z,2025-05-05T18:40:46Z,False,False,,,"billable-hours, developer-productivity, developer-tools, extension, pomodoro-timer, productivity, task-management, time-management, time-tracking, timer","JavaScript, TypeScript",0,User
R_kgDOOdmTtQ,muhyal/kodain,AI-Powered Tools for Smarter Development,0,0,2025-04-22T07:39:32Z,2025-04-22T07:44:28Z,False,False,,MIT License,"ai, ai-agents, ai-chatbot, developer-productivity, developer-tools, development-tools",Swift,0,User
R_kgDOOcu9Lw,mlane/llm-chat-framework,"A simple system for structuring conversations with ChatGPT, Claude, and other AI models to maximize clarity, focus, and long-term usefulness.",0,0,2025-04-20T16:31:47Z,2025-04-20T16:43:34Z,False,False,,MIT License,"ai-workflows, builder-tools, chatgpt, developer-productivity, frontend-architecture, llm, prompt-engineering, conversational-design, mindful-productivity",,0,User
R_kgDOObbx3g,Muhammad-Zean/ApiAegis,RepoHack 2025 Windows Download - Safe & Working Cheats,0,0,2025-04-17T20:32:05Z,2025-12-29T02:28:17Z,False,False,,Apache License 2.0,"code-repository-tips, coding-efficiency, developer-productivity, git-repo-optimization, github-hacking, open-source-hacks, repo-hack, repo-management-tricks, software-development-hacks, version-control-hacks","Python, JavaScript, C++, Java",0,User
R_kgDOOYMhXQ,twittyoverbang/ApiAegis,RepoHack 2025 Windows Download - Safe & Working Cheats,0,0,2025-04-12T01:32:04Z,2025-04-12T01:33:12Z,False,False,,Apache License 2.0,"code-repository-tips, coding-efficiency, developer-productivity, git-repo-optimization, github-hacking, open-source-hacks, repo-hack, repo-management-tricks, software-development-hacks, version-control-hacks","Python, JavaScript, C++, Java",0,User
R_kgDOOUiLPA,mlane/slack-drafter,"A lightweight Slack bot that suggests personalized, GPT-powered replies when you’re mentioned in a thread — fast, human-reviewed, and built for productivity.",0,0,2025-04-05T16:53:01Z,2025-04-07T23:03:32Z,False,False,,MIT License,"ai-assistant, chatbot, fastapi, gpt-4, human-in-the-loop, openai, productivity-tools, python, slack-app, slack-bot",Python,0,User
R_kgDOOFVVaQ,itszeeshan/reposync,"A powerful command-line tool for fetching and cloning repositories from GitHub and GitLab, including subgroups and organizations. It supports both HTTPS and SSH cloning methods.",0,0,2025-03-08T17:40:03Z,2025-08-24T22:23:51Z,False,False,,MIT License,"automation, cli-tool, command-line, developer-productivity, devops-tools, git-tools, github-tool, gitlab-api, go, go-cli",Go,0,User
R_kgDON4lr7Q,Sunwarul/automator,"Developer productivity tips, techniques, tools-configs, and different automation with example code, configuration files, and note",0,0,2025-02-12T19:53:00Z,2025-02-19T17:15:28Z,False,False,,,"automation, dev-environment, developer-productivity, cp-environment, cp-productivity, productivity-hack","JavaScript, C#, PHP, AutoHotkey",0,User
R_kgDONcFkSQ,mohi583/Git-Revision,"📚 Learn Git effectively with clear guides on basics, advanced concepts, and best practices for managing code and collaboration.",0,0,2024-12-11T13:13:51Z,2025-12-29T03:44:36Z,False,False,https://github.com/mohi583,MIT License,"bazel, changelog-generator, coursera, dart, deployment, developer-productivity, developer-tools, exercises, git-revision, github",,0,User
R_kgDONZ8S_A,NathanielBrewer/git-author-metrics,"A bash script for getting git commit metrics for an author in any number of repos. Current metrics are: average, min, and max message length; total lines added and removed.",0,0,2024-12-06T16:33:39Z,2025-03-28T13:40:32Z,False,False,,,"commit, commit-messages, developer-performance, developer-productivity, git, gitops",Shell,1,User
R_kgDONMbkNw,VegaHaxorOne/LLM-Code-Generation-Protocols-and-Best-Practices,Perform effective prompts to generate efficient code through LLMs,0,0,2024-11-08T15:55:13Z,2024-11-13T23:17:45Z,False,False,,Apache License 2.0,"ai-assisted-coding, artificial-intelligence, best-practices, code-generation, code-templates, coding-guidelines, developer-productivity, efficient-coding, llm-collaboration, software-documentation",,0,User
R_kgDONLGBjA,selvin-paul-raj/vitersim,"Vitersim is a CLI tool for optimizing Vite React projects, automating cleanup of unnecessary files, simplifying component structure, and preparing for Tailwind CSS setup. Perfect for developers needing a clean and efficient Vite React starter template.",0,0,2024-11-06T03:26:42Z,2024-11-06T08:07:55Z,False,False,https://www.npmjs.com/package/vitersim,MIT License,"cli-tool, frontend-optimization, project-setup, react, react-automation, vite, project-simplification, vite-cleaner, vite-react-utility, developer-productivity",JavaScript,0,User
R_kgDONILwlQ,bizrockman/Ultimate-CodeGen-AI-Tools-Guide,"A curated guide to the best AI-driven tools for code generation, editing, and developer assistance, designed to help streamline workflows and elevate productivity across all levels of coding experience.",0,0,2024-10-30T18:27:39Z,2024-12-07T23:02:04Z,False,False,,Apache License 2.0,"ai, code-generators, coding, copilot, developer-productivity, ai-driven-development, coding-assistants, ide-plugins",,0,User
R_kgDOM3ap-g,abhiraj-ku/GitUp,"A fun script for developers that rewards for coding actions like (git push, npm init), and more with points, badges, and sounds to keep your motivated ",0,0,2024-09-26T08:56:04Z,2024-09-27T04:13:25Z,False,False,,MIT License,"developer-productivity, shell, shell-scripts",Shell,0,User
R_kgDOMq8cPw,boypangestu/ars-mentis,a repo for curated list of my favorite reads,0,0,2024-08-31T13:49:02Z,2024-08-31T14:53:47Z,False,False,,,"developer-productivity, development, self, tech",,0,User
R_kgDOMksnKQ,amittkSharma/vscode-settings,"Package contains recommended vs-code editor settings and recommended extensions, for enhancing developer productivity & better developer experience",0,0,2024-08-17T12:16:04Z,2024-08-30T21:54:26Z,False,False,,MIT License,"developer-experience, developer-productivity, vscode, vscode-extension, vscode-settings","TypeScript, JavaScript",0,User
R_kgDOMXqwVg,Blacksujit/Cyclops-Quinine-Submission,"Cyclops offers a range of tools that make it easier to handle complex ML deployments, monitor applications, and ensure everything runs smoothly.",0,0,2024-07-17T16:29:38Z,2024-11-15T07:41:53Z,False,False,,,"automation-highway, blog-post, cyclops, deployement, dev, developer-productivity, docker, platform-integration, quest, quine","Dockerfile, Jupyter Notebook, HTML",0,User
R_kgDOMMc-FA,telosys-tools-bricks/telosys-vscode,VSCode extension for Telosys,0,0,2024-06-21T17:24:18Z,2024-07-04T20:46:58Z,False,False,https://www.telosys.org/ ,MIT License,"bootstrapping, code-gen, code-generation, code-generator, developer-productivity, developer-tool, telosys",,0,Organization
R_kgDOL_BoOg,amirfefer/blueprints-dev-blog,"Leverage Red Hat's developer subscription to create and deploy custom RHEL cloud images, featuring a step-by-step containerized environment deployment example.",0,0,2024-05-22T09:58:02Z,2025-01-14T16:54:21Z,False,False,,,"containers, deployments, developer-productivity, podman, redhat-enterprise-linux, rhel",,0,User
R_kgDOLsM8xA,isoftorg/idev-ios,iDev: Manage your daily dev lifestyle.,0,0,2024-04-10T04:08:30Z,2024-05-14T12:22:17Z,False,False,,,"developer, developer-productivity, developer-tools, idev, ios, isoft, swift, swiftui","Swift, Ruby",0,Organization
R_kgDOLWxpmA,vib795/everyday-developer-tools,Everyday developer tools,0,0,2024-02-23T03:27:16Z,2025-12-20T16:50:42Z,False,False,https://utkarshsingh0609.pythonanywhere.com/,MIT License,"contributions, contributions-welcome, developer, developer-productivity, developer-tools, docker, docker-compose, docker-image, dockerfile, flask","Dockerfile, Python, CSS, HTML",0,User
R_kgDOK9C-bg,BRUNOSolutions/AwesomeAsynchWorkflow,"😎 Awesome lists of various tools used in the development of asynchronous workflows, particular approaches to recursively dogfooding asynchronous workflows",0,1,2023-12-23T17:01:35Z,2023-12-23T17:39:38Z,False,True,,Creative Commons Zero v1.0 Universal,"asynchronous, asynchronous-programming, asynchronous-tasks, continuous-delivery, continuous-deployment, continuous-integration, developer-productivity, developer-tools, devops, gerrit",,0,Organization
R_kgDOKLMAHQ,SUASTELARA/Supercharged-AI-Dev-Tools,"🛠️ Elevate your coding with Supercharged AI Dev Tools, an open-source directory of AI-powered solutions to boost productivity and streamline development.",0,0,2023-08-25T00:55:10Z,2025-12-29T03:57:47Z,False,False,,MIT License,"ai-code-completion, ai-coding-tools, ai-powered-tools, automation, autonomous-agents, code-assistant, code-generation, code-review, developer-productivity, developer-tools",,0,User
R_kgDOJ4TAWw,rajeshtilwani3/humalect-core,"Humalect is a Developer Portal built on top of Kubernetes. Connect cloud, connect Git and start deploying in less than 30 mins",0,0,2023-07-06T11:09:38Z,2023-07-06T11:23:13Z,False,False,https://humalect.com,Apache License 2.0,"aks, aws, continuous-deployment, dashboard, delivery-platform, deployment-automation, developer-experience, developer-platform, developer-portal, developer-productivity",,0,User
R_kgDOJm7H0A,vuvincent/fordevs,A website for modern developer tools + platforms that are revolutionizing Developer Experience,0,0,2023-05-24T09:15:30Z,2023-06-03T10:19:13Z,False,False,https://fordevs.xyz,,"developer-experience, developer-productivity, developer-tools, nextjs, tailwindcss","CSS, TypeScript, JavaScript",0,User
R_kgDOIB8yFg,manojpedvi/10xp-comments,utterances comments widget repository for https://10x-programming.com,0,0,2022-09-20T09:48:13Z,2022-09-21T11:36:37Z,False,False,,,"android, android-app, android-development, android-library, blog, chirpy-theme, developer-productivity, flutter, html-css-javascript, jekyll",,1,User
R_kgDOH8yEWw,EdoardoGruppi/EdoardoGruppi,Personal profile's README.md to share information about myself with the community on GitHub.com.,0,0,2022-09-06T20:46:02Z,2024-05-18T08:51:33Z,False,False,https://github.com/EdoardoGruppi,,"developer-productivity, github, readme, readme-profile",,0,User
R_kgDOHwtb3Q,HappyBrother2022/codelockr-react,"A website for developers to store coding-related 'snippets' like code, install steps, best-practices...anything, really, that you would usually toss in a Notes app.",0,0,2022-08-03T10:37:35Z,2022-08-03T10:52:19Z,False,False,,GNU General Public License v3.0,"coding, developer-experience, developer-productivity, developer-tools, learn-to-code, react","JavaScript, HTML, CSS",0,User
R_kgDOHn_wtw,yani1966/gitalk,Gitalk is a modern comment component based on Github Issue and Preact.,0,0,2022-07-07T23:23:12Z,2023-01-25T11:03:09Z,False,True,https://gitalk.github.io,MIT License,"commenting, comment-system, developer-productivity","JavaScript, HTML, Stylus",0,Organization
R_kgDOHNWXkg,Project-Herophilus/.github,,0,2,2022-04-20T17:57:57Z,2022-09-09T19:57:51Z,False,False,,Apache License 2.0,"development, developer-productivity, healthcare-platform, healthcare-related, healthcare-datasets",,1,Organization
R_kgDOG2vLEA,Tradeshift/actions-git,Helper actions for working with git on github actions,0,3,2022-02-16T14:53:27Z,2025-12-01T09:55:16Z,False,False,,,developer-productivity,,1,Organization
R_kgDOGiOAIQ,Tradeshift/action-surefire-report,Reports surefire test results as GitHub Pull Request Check,0,3,2021-12-15T07:24:22Z,2025-10-13T08:26:11Z,False,True,,Apache License 2.0,developer-productivity,"JavaScript, Java, Kotlin, Python, Go",1,Organization
R_kgDOGYzoLA,Tradeshift/action-automatic-releases,READONLY: Auto-generated mirror for https://github.com/marvinpinto/actions/tree/master/packages/automatic-releases,0,1,2021-11-16T13:23:44Z,2023-01-18T13:34:41Z,False,True,https://github.com/marketplace/actions/automatic-releases,MIT License,developer-productivity,,0,Organization
MDEwOlJlcG9zaXRvcnk0MDgzODA4NTc=,Tradeshift/create-pull-request,A GitHub action to create a pull request for changes to your repository in the actions workspace,0,1,2021-09-20T09:22:07Z,2025-12-14T00:31:24Z,False,True,,MIT License,developer-productivity,"JavaScript, TypeScript, Shell",1,Organization
MDEwOlJlcG9zaXRvcnk0MDgzNzcyMDQ=,Tradeshift/image-actions,"A Github Action that automatically compresses JPEGs, PNGs and WebPs in Pull Requests.",0,2,2021-09-20T09:09:45Z,2025-09-01T08:23:16Z,False,True,https://calibreapp.com/blog/compress-images-in-prs,GNU General Public License v3.0,developer-productivity,"Ruby, Dockerfile, JavaScript, Shell, TypeScript",1,Organization
MDEwOlJlcG9zaXRvcnk0MDUwNTEwODk=,Tradeshift/action-golangci-lint,Run golangci-lint with reviewdog,0,3,2021-09-10T11:03:33Z,2025-12-14T00:37:23Z,False,True,https://github.com/marketplace?type=actions&query=reviewdog,MIT License,developer-productivity,"TypeScript, JavaScript",1,Organization
MDEwOlJlcG9zaXRvcnkzODQxMTYwNTY=,Tradeshift/actions-semantic-release,This is actions-semantic-release,0,5,2021-07-08T12:24:42Z,2025-12-01T11:20:07Z,False,False,,,developer-productivity,JavaScript,1,Organization
MDEwOlJlcG9zaXRvcnkzODMxMDk2ODA=,Tradeshift/goreleaser-action,:octocat: GitHub Action for GoReleaser,0,1,2021-07-05T10:59:09Z,2025-10-06T10:45:22Z,False,True,https://github.com/marketplace/actions/goreleaser-action,MIT License,developer-productivity,"Go, TypeScript, HCL, Dockerfile",1,Organization
MDEwOlJlcG9zaXRvcnkzNzk5MjQzMTE=,Tradeshift-Archive/action-shellcheck,GitHub action for ShellCheck.,0,1,2021-06-24T12:54:15Z,2023-04-24T12:35:36Z,False,True,,MIT License,developer-productivity,"Shell, C",0,Organization
MDEwOlJlcG9zaXRvcnkzNzgwODc0ODI=,Tradeshift/scan-action,Anchore container analysis and scan provided as a GitHub Action,0,2,2021-06-18T08:39:51Z,2025-01-13T08:14:42Z,False,True,,MIT License,developer-productivity,"JavaScript, Shell",1,Organization
MDEwOlJlcG9zaXRvcnkzNzc0ODk5NjI=,Tradeshift/cdxgen-action,action for cdxgen with upload to license server,0,1,2021-06-16T12:33:05Z,2023-01-18T13:34:15Z,False,True,,MIT License,developer-productivity,,0,Organization
MDEwOlJlcG9zaXRvcnkzNzc0Nzc5MTY=,Tradeshift/github-actions-slack,Github Action for sending message to Slack - With support for Slack's optional arguments,0,2,2021-06-16T11:49:28Z,2025-12-22T10:16:49Z,False,True,,MIT License,developer-productivity,JavaScript,1,Organization
MDEwOlJlcG9zaXRvcnkzNDEyMDY1MzE=,Tradeshift/actions-gundeck,Github action for running gundeck,0,7,2021-02-22T13:17:34Z,2025-11-03T10:14:24Z,False,False,,MIT License,developer-productivity,"TypeScript, JavaScript",1,Organization
MDEwOlJlcG9zaXRvcnkzNDAzMzU0MDI=,Tradeshift/actions-junit-report,Reports junit test results as GitHub Pull Request Check,0,5,2021-02-19T10:31:33Z,2025-09-11T08:21:36Z,False,True,,Apache License 2.0,developer-productivity,"TypeScript, JavaScript, Python, Java, Kotlin, Shell",1,Organization
MDEwOlJlcG9zaXRvcnkzMjkxMjE2ODA=,arsy23/DotNetCenter,Open Source Framework FOR .Net Technologies ,0,0,2021-01-12T21:51:26Z,2021-09-02T14:21:43Z,False,False,https://arsalanfallahpour.github.io/DotNetCenter/,Apache License 2.0,"dotnet, dotnetcore, dotnetstandard, aspnetcore, classlibrary, developer-productivity, developer-experience, development",C#,1,User
MDEwOlJlcG9zaXRvcnkzMjI2MjQwMTI=,Tradeshift/actions-setup-java-mtls,GHA for setup maven settings,0,3,2020-12-18T14:53:25Z,2025-12-09T09:46:55Z,False,False,,,developer-productivity,,1,Organization
MDEwOlJlcG9zaXRvcnkzMjEyMDk1NzQ=,anubra266/project-management,Help Developers and Clients Manage and Monitor Projects respectively.,0,0,2020-12-14T02:23:02Z,2020-12-16T02:07:28Z,False,False,,,"project-management, developer-productivity","Shell, PHP, Vue, Blade",0,User
MDEwOlJlcG9zaXRvcnkzMTY3MTkyNTg=,alestor123/DEV-TALK-CLI,This is a simple code for cli to cli talk for devs,0,0,2020-11-28T11:32:44Z,2021-03-16T16:24:41Z,False,False,,MIT License,"cli, socket-io, talk, node, developer-productivity",JavaScript,0,User
MDEwOlJlcG9zaXRvcnkyNzY4NTIxNDg=,markoch/developer-notebook,Collection of development notes for daily usage via an eBook Reader.,0,0,2020-07-03T08:46:04Z,2020-07-04T14:41:52Z,False,False,,Creative Commons Attribution Share Alike 4.0 International,"developer-productivity, developer-experience, ebook, markdown",Makefile,2,User
MDEwOlJlcG9zaXRvcnkyMzIyOTY3NzU=,gigantiumweb/ai-dev-standards-initiative,"🔧 Develop robust, ethical AI software standards to enhance efficiency and quality in AI-assisted projects for developers and teams.",0,0,2020-01-07T10:06:24Z,2025-12-29T03:12:16Z,False,False,,Creative Commons Attribution Share Alike 4.0 International,"ai, ai-assisted-development, ai-dev-bible, ai-ethics, best-practices, catalyst-persona, developer-productivity, framework, human-ai-collaboration, it-project-management",,0,User
MDEwOlJlcG9zaXRvcnkyMjMwNDc1Mzc=,medavox/kotban,git-compatible kanban board,0,1,2019-11-20T23:34:28Z,2020-06-02T11:25:31Z,False,False,,,"kanban, kanban-board, kotlin, desktop-application, javafx, javafx-desktop-apps, desktop, desktop-app, git, kanban-board-application","Java, Kotlin",0,User
MDEwOlJlcG9zaXRvcnkxNzg0Mzk1MzM=,greenido/principles,Engineering Principles and ideas,0,0,2019-03-29T16:21:45Z,2019-03-29T16:45:38Z,False,True,,Creative Commons Attribution 4.0 International,"developer-productivity, devops, software-engineering",,0,User
MDEwOlJlcG9zaXRvcnkxNzgyNDQ1MzY=,BenisonBesra/BenisonBesra.github.io,webpage content,0,0,2019-03-28T16:41:31Z,2019-10-31T20:37:16Z,False,False,,,"business, business-solutions, business-analytics, business-systems, business-process-management, developer, developers, developer-productivity, developer-portal, developer-portfolio","CSS, HTML",0,User
MDEwOlJlcG9zaXRvcnkxNzM0NjE2OTk=,fstab50/nlines,Counts number of lines of code in a project - bash,0,0,2019-03-02T15:03:53Z,2025-09-23T23:42:40Z,False,False,,GNU General Public License v3.0,"developer-tools, development-tools, developer-productivity, development-utility, development-utils, development-utilities, productivity-tools","Shell, Python, Makefile, Dockerfile",2,User
MDEwOlJlcG9zaXRvcnk2MTYxMjU1,vnykmshr/dotfiles,"Production dotfiles with JSON templates, 0.158s Zsh startup, 45+ Git aliases, and modern CLI tools. Cross-platform, tested, hook-enforced quality.",0,0,2012-10-10T17:28:12Z,2025-11-26T06:03:34Z,False,False,,MIT License,"automation, cross-platform, developer-productivity, dotfiles, git-aliases, neovim, shell-configuration, template-driven, tmux, zsh","Shell, Makefile, Lua",0,User
